mention_id	entity_id
Fenofibrate_ddi_Fenofibrate_ddi_T19	MESH:C006012
Fenofibrate_ddi_Fenofibrate_ddi_T22	MESH:D011345
Fenofibrate_ddi_Fenofibrate_ddi_T24	MESH:D011345
Fenofibrate_ddi_Fenofibrate_ddi_T25	MESH:D011345
Fenofibrate_ddi_Fenofibrate_ddi_T26	MESH:D017035
Fenofibrate_ddi_Fenofibrate_ddi_T27	MESH:D017035
Fenofibrate_ddi_Fenofibrate_ddi_T28	MESH:D017035
Fenofibrate_ddi_Fenofibrate_ddi_T29	MESH:C006012
Fenofibrate_ddi_Fenofibrate_ddi_T30	MESH:D011345
Fenofibrate_ddi_Fenofibrate_ddi_T31	MESH:D011345
Fenofibrate_ddi_Fenofibrate_ddi_T32	MESH:D000069059
Fenofibrate_ddi_Fenofibrate_ddi_T33	MESH:D000069059
Fenofibrate_ddi_Fenofibrate_ddi_T34	MESH:D000069059
Fenofibrate_ddi_Fenofibrate_ddi_T35	MESH:D011345
Fenofibrate_ddi_Fenofibrate_ddi_T36	MESH:C006012
Fenofibrate_ddi_Fenofibrate_ddi_T37	MESH:D000069059
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T1	MESH:D000078330
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T3	MESH:D000078330
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T5	MESH:D000078330
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T6	MESH:D000078330
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T13	MESH:D000078330
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T15	MESH:D014635
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T16	MESH:D000077213
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T17	MESH:D000078330
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T20	MESH:D003270
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T22	MESH:D000927
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T23	MESH:D000078330
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T25	MESH:D000078330
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T28	MESH:D000078330
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T29	MESH:D000078330
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T33	MESH:D002220
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T34	MESH:D010634
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T35	MESH:D010672
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T36	MESH:D014635
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T37	MESH:D000078330
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T38	MESH:D010672
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T39	MESH:D000078330
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T40	MESH:D000078330
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T41	MESH:D010672
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T42	MESH:D010634
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T43	MESH:D000078330
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T44	MESH:D002220
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T45	MESH:D010672
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T46	MESH:D010634
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T48	MESH:D000078330
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T49	MESH:D003270
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T50	MESH:D000078330
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T51	MESH:D003270
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T53	MESH:D016912
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T54	MESH:D000078330
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T56	MESH:D003270
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T57	MESH:D003270
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T59	MESH:D000078330
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T60	MESH:D015736
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T61	MESH:D014700
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T63	MESH:D002927
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T64	MESH:D004917
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T65	MESH:D011431
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T67	MESH:D014859
Oxcarbazepine_ddi_Oxcarbazepine_ddi_T68	MESH:D000078330
Acarbose_ddi_Acarbose_ddi_T1	MESH:D049971
Acarbose_ddi_Acarbose_ddi_T2	MESH:D004232
Acarbose_ddi_Acarbose_ddi_T3	MESH:D000305
Acarbose_ddi_Acarbose_ddi_T4	MESH:D010640
Acarbose_ddi_Acarbose_ddi_T6	MESH:D004967
Acarbose_ddi_Acarbose_ddi_T7	MESH:D003270
Acarbose_ddi_Acarbose_ddi_T8	MESH:D010672
Acarbose_ddi_Acarbose_ddi_T9	MESH:D009525
Acarbose_ddi_Acarbose_ddi_T10	MESH:D013566
Acarbose_ddi_Acarbose_ddi_T12	MESH:D007538
Acarbose_ddi_Acarbose_ddi_T13	MESH:D020909
Acarbose_ddi_Acarbose_ddi_T14	MESH:D020909
Acarbose_ddi_Acarbose_ddi_T16	MESH:D007328
Acarbose_ddi_Acarbose_ddi_T18	MESH:D002606
Acarbose_ddi_Acarbose_ddi_T22	MESH:D020909
Acarbose_ddi_Acarbose_ddi_T23	MESH:D020909
Acarbose_ddi_Acarbose_ddi_T24	MESH:D004077
Acarbose_ddi_Acarbose_ddi_T25	MESH:D004077
Acarbose_ddi_Acarbose_ddi_T26	MESH:D020909
Acarbose_ddi_Acarbose_ddi_T27	MESH:D004077
Acarbose_ddi_Acarbose_ddi_T28	MESH:D009543
Acarbose_ddi_Acarbose_ddi_T29	MESH:D011433
Acarbose_ddi_Acarbose_ddi_T30	MESH:D011899
Acarbose_ddi_Acarbose_ddi_T31	MESH:D020909
Acarbose_ddi_Acarbose_ddi_T33	MESH:D005905
Acarbose_ddi_Acarbose_ddi_T34	MESH:D020909
Acarbose_ddi_Acarbose_ddi_T35	MESH:D004077
Acarbose_ddi_Acarbose_ddi_T36	MESH:D004077
Acarbose_ddi_Acarbose_ddi_T37	MESH:D004077
Acarbose_ddi_Acarbose_ddi_T38	MESH:D004077
Acarbose_ddi_Acarbose_ddi_T39	MESH:D008687
Acarbose_ddi_Acarbose_ddi_T40	MESH:D020909
Acarbose_ddi_Acarbose_ddi_T41	MESH:D008687
Acarbose_ddi_Acarbose_ddi_T42	MESH:D020909
Acarbose_ddi_Acarbose_ddi_T43	MESH:D008687
Acarbose_ddi_Acarbose_ddi_T44	MESH:D020909
Acarbose_ddi_Acarbose_ddi_T45	MESH:D008687
Aldesleukin_ddi_Aldesleukin_ddi_T1	MESH:C082598
Aldesleukin_ddi_Aldesleukin_ddi_T2	MESH:D011619
Aldesleukin_ddi_Aldesleukin_ddi_T3	MESH:D009294
Aldesleukin_ddi_Aldesleukin_ddi_T4	MESH:D000700
Aldesleukin_ddi_Aldesleukin_ddi_T5	MESH:D000932
Aldesleukin_ddi_Aldesleukin_ddi_T6	MESH:D006993
Aldesleukin_ddi_Aldesleukin_ddi_T8	MESH:D000617
Aldesleukin_ddi_Aldesleukin_ddi_T9	MESH:D007213
Aldesleukin_ddi_Aldesleukin_ddi_T11	MESH:D004317
Aldesleukin_ddi_Aldesleukin_ddi_T12	MESH:D008727
Aldesleukin_ddi_Aldesleukin_ddi_T14	MESH:C082598
Aldesleukin_ddi_Aldesleukin_ddi_T15	MESH:C082598
Aldesleukin_ddi_Aldesleukin_ddi_T16	MESH:D000970
Aldesleukin_ddi_Aldesleukin_ddi_T17	MESH:C082598
Aldesleukin_ddi_Aldesleukin_ddi_T18	MESH:C082598
Aldesleukin_ddi_Aldesleukin_ddi_T19	MESH:D000970
Aldesleukin_ddi_Aldesleukin_ddi_T20	MESH:D003606
Aldesleukin_ddi_Aldesleukin_ddi_T21	MESH:D002945
Aldesleukin_ddi_Aldesleukin_ddi_T22	MESH:D013629
Aldesleukin_ddi_Aldesleukin_ddi_T24	MESH:C082598
Aldesleukin_ddi_Aldesleukin_ddi_T27	MESH:C082598
Aldesleukin_ddi_Aldesleukin_ddi_T28	MESH:D005938
Aldesleukin_ddi_Aldesleukin_ddi_T29	MESH:C082598
Aldesleukin_ddi_Aldesleukin_ddi_T30	MESH:C082598
Aldesleukin_ddi_Aldesleukin_ddi_T31	MESH:C082598
Aldesleukin_ddi_Aldesleukin_ddi_T33	MESH:D000959
Aldesleukin_ddi_Aldesleukin_ddi_T34	MESH:C082598
Aldesleukin_ddi_Aldesleukin_ddi_T36	MESH:D007376
Aldesleukin_ddi_Aldesleukin_ddi_T38	MESH:D007376
Aldesleukin_ddi_Aldesleukin_ddi_T39	MESH:D007376
Aldesleukin_ddi_Aldesleukin_ddi_T40	MESH:D007376
Naltrexone_ddi_Naltrexone_ddi_T1	MESH:D009271
Naltrexone_ddi_Naltrexone_ddi_T2	MESH:D053610
Naltrexone_ddi_Naltrexone_ddi_T3	MESH:D009271
Naltrexone_ddi_Naltrexone_ddi_T4	MESH:D009271
Naltrexone_ddi_Naltrexone_ddi_T5	MESH:D004221
Naltrexone_ddi_Naltrexone_ddi_T6	MESH:D009271
Naltrexone_ddi_Naltrexone_ddi_T7	MESH:D013881
Naltrexone_ddi_Naltrexone_ddi_T8	MESH:D009271
Naltrexone_ddi_Naltrexone_ddi_T9	MESH:D000701
Naltrexone_ddi_Naltrexone_ddi_T10	MESH:D000701
Naltrexone_ddi_Naltrexone_ddi_T11	MESH:D009271
Naltrexone_ddi_Naltrexone_ddi_T12	MESH:D000701
Nicardipine_ddi_Nicardipine_ddi_T4	MESH:D002927
Nicardipine_ddi_Nicardipine_ddi_T5	MESH:D002927
Nicardipine_ddi_Nicardipine_ddi_T7	MESH:D004077
Nicardipine_ddi_Nicardipine_ddi_T11	MESH:D004077
Nicardipine_ddi_Nicardipine_ddi_T12	MESH:D004077
Nicardipine_ddi_Nicardipine_ddi_T14	MESH:C013591
Nicardipine_ddi_Nicardipine_ddi_T15	MESH:C013591
Nicardipine_ddi_Nicardipine_ddi_T18	MESH:D016572
Nicardipine_ddi_Nicardipine_ddi_T19	MESH:D009529
Nicardipine_ddi_Nicardipine_ddi_T20	MESH:D016572
Nicardipine_ddi_Nicardipine_ddi_T21	MESH:D016572
Nicardipine_ddi_Nicardipine_ddi_T22	MESH:D009529
Nicardipine_ddi_Nicardipine_ddi_T23	MESH:D005665
Nicardipine_ddi_Nicardipine_ddi_T24	MESH:D011433
Nicardipine_ddi_Nicardipine_ddi_T25	MESH:D004176
Nicardipine_ddi_Nicardipine_ddi_T26	MESH:D014859
Nicardipine_ddi_Nicardipine_ddi_T27	MESH:D011802
Nicardipine_ddi_Nicardipine_ddi_T28	MESH:D009288
Carboplatin_ddi_Carboplatin_ddi_T1	MESH:D016190
Foscarnet_ddi_Foscarnet_ddi_T1	MESH:D017245
Foscarnet_ddi_Foscarnet_ddi_T2	MESH:D010419
Foscarnet_ddi_Foscarnet_ddi_T3	MESH:D017245
Foscarnet_ddi_Foscarnet_ddi_T4	MESH:D010419
Foscarnet_ddi_Foscarnet_ddi_T5	MESH:D010419
Foscarnet_ddi_Foscarnet_ddi_T6	MESH:D017245
Foscarnet_ddi_Foscarnet_ddi_T7	MESH:D017245
Foscarnet_ddi_Foscarnet_ddi_T8	MESH:D000617
Foscarnet_ddi_Foscarnet_ddi_T9	MESH:D000666
Foscarnet_ddi_Foscarnet_ddi_T10	MESH:D010419
Foscarnet_ddi_Foscarnet_ddi_T11	MESH:D017245
Foscarnet_ddi_Foscarnet_ddi_T12	MESH:D015774
Foscarnet_ddi_Foscarnet_ddi_T13	MESH:D017245
Foscarnet_ddi_Foscarnet_ddi_T14	MESH:D015774
Diphenoxylate_ddi_Diphenoxylate_ddi_T1	MESH:D001463
Diphenoxylate_ddi_Diphenoxylate_ddi_T5	MESH:D001285
Diphenoxylate_ddi_Diphenoxylate_ddi_T6	MESH:D008996
Diphenoxylate_ddi_Diphenoxylate_ddi_T7	MESH:D004157
Diphenoxylate_ddi_Diphenoxylate_ddi_T8	MESH:D004157
Chlorothiazide_ddi_Chlorothiazide_ddi_T1	MESH:D049993
Chlorothiazide_ddi_Chlorothiazide_ddi_T3	MESH:D001463
Chlorothiazide_ddi_Chlorothiazide_ddi_T4	MESH:D009294
Chlorothiazide_ddi_Chlorothiazide_ddi_T5	MESH:D007004
Chlorothiazide_ddi_Chlorothiazide_ddi_T6	MESH:D007328
Chlorothiazide_ddi_Chlorothiazide_ddi_T7	MESH:D007004
Chlorothiazide_ddi_Chlorothiazide_ddi_T8	MESH:D000959
Chlorothiazide_ddi_Chlorothiazide_ddi_T10	MESH:D003084
Chlorothiazide_ddi_Chlorothiazide_ddi_T13	MESH:D003084
Chlorothiazide_ddi_Chlorothiazide_ddi_T15	MESH:D049993
Chlorothiazide_ddi_Chlorothiazide_ddi_T16	MESH:D004232
Chlorothiazide_ddi_Chlorothiazide_ddi_T17	MESH:D000305
Chlorothiazide_ddi_Chlorothiazide_ddi_T18	MESH:D000324
Chlorothiazide_ddi_Chlorothiazide_ddi_T19	MESH:D009638
Chlorothiazide_ddi_Chlorothiazide_ddi_T20	MESH:D009465
Chlorothiazide_ddi_Chlorothiazide_ddi_T21	MESH:D014403
Chlorothiazide_ddi_Chlorothiazide_ddi_T23	MESH:D008094
Chlorothiazide_ddi_Chlorothiazide_ddi_T24	MESH:D004232
Chlorothiazide_ddi_Chlorothiazide_ddi_T26	MESH:D008094
Chlorothiazide_ddi_Chlorothiazide_ddi_T27	MESH:D008094
Chlorothiazide_ddi_Chlorothiazide_ddi_T28	MESH:D008094
Chlorothiazide_ddi_Chlorothiazide_ddi_T29	MESH:D002740
Chlorothiazide_ddi_Chlorothiazide_ddi_T31	MESH:D000894
Chlorothiazide_ddi_Chlorothiazide_ddi_T32	MESH:D049994
Chlorothiazide_ddi_Chlorothiazide_ddi_T34	MESH:D049993
Chlorothiazide_ddi_Chlorothiazide_ddi_T35	MESH:D002740
Chlorothiazide_ddi_Chlorothiazide_ddi_T36	MESH:D000894
Chlorothiazide_ddi_Chlorothiazide_ddi_T37	MESH:D004232
Chlorothiazide_ddi_Chlorothiazide_ddi_T38	MESH:D049971
Caspofungin_ddi_Caspofungin_ddi_T1	MESH:D000077336
Caspofungin_ddi_Caspofungin_ddi_T2	MESH:D000077336
Caspofungin_ddi_Caspofungin_ddi_T3	MESH:D000077336
Caspofungin_ddi_Caspofungin_ddi_T4	MESH:D000077336
Caspofungin_ddi_Caspofungin_ddi_T5	MESH:D017964
Caspofungin_ddi_Caspofungin_ddi_T6	MESH:D000666
Caspofungin_ddi_Caspofungin_ddi_T8	MESH:D019888
Caspofungin_ddi_Caspofungin_ddi_T9	MESH:D016559
Caspofungin_ddi_Caspofungin_ddi_T10	MESH:D000077336
Caspofungin_ddi_Caspofungin_ddi_T11	MESH:D017964
Caspofungin_ddi_Caspofungin_ddi_T12	MESH:D000666
Caspofungin_ddi_Caspofungin_ddi_T13	MESH:D000077336
Caspofungin_ddi_Caspofungin_ddi_T14	MESH:D016559
Caspofungin_ddi_Caspofungin_ddi_T15	MESH:D016559
Caspofungin_ddi_Caspofungin_ddi_T16	MESH:D000077336
Caspofungin_ddi_Caspofungin_ddi_T17	MESH:D016559
Caspofungin_ddi_Caspofungin_ddi_T18	MESH:D016559
Caspofungin_ddi_Caspofungin_ddi_T19	MESH:D016559
Caspofungin_ddi_Caspofungin_ddi_T20	MESH:D016572
Caspofungin_ddi_Caspofungin_ddi_T21	MESH:D000077336
Caspofungin_ddi_Caspofungin_ddi_T22	MESH:D000077336
Caspofungin_ddi_Caspofungin_ddi_T23	MESH:D016572
Caspofungin_ddi_Caspofungin_ddi_T24	MESH:D000077336
Caspofungin_ddi_Caspofungin_ddi_T25	MESH:D016572
Caspofungin_ddi_Caspofungin_ddi_T26	MESH:D012293
Caspofungin_ddi_Caspofungin_ddi_T27	MESH:D000077336
Caspofungin_ddi_Caspofungin_ddi_T28	MESH:D012293
Caspofungin_ddi_Caspofungin_ddi_T29	MESH:D000077336
Caspofungin_ddi_Caspofungin_ddi_T30	MESH:C098320
Caspofungin_ddi_Caspofungin_ddi_T31	MESH:D019829
Caspofungin_ddi_Caspofungin_ddi_T32	MESH:D010672
Caspofungin_ddi_Caspofungin_ddi_T33	MESH:D003907
Caspofungin_ddi_Caspofungin_ddi_T34	MESH:D002220
Caspofungin_ddi_Caspofungin_ddi_T35	MESH:D000077336
Caspofungin_ddi_Caspofungin_ddi_T36	MESH:D000077336
Caspofungin_ddi_Caspofungin_ddi_T37	MESH:D000077336
Caspofungin_ddi_Caspofungin_ddi_T38	MESH:D000077336
Caspofungin_ddi_Caspofungin_ddi_T39	MESH:C098320
Caspofungin_ddi_Caspofungin_ddi_T40	MESH:D019829
Caspofungin_ddi_Caspofungin_ddi_T41	MESH:D010672
Caspofungin_ddi_Caspofungin_ddi_T42	MESH:D003907
Caspofungin_ddi_Caspofungin_ddi_T43	MESH:D002220
Caspofungin_ddi_Caspofungin_ddi_T44	MESH:D000077336
Chlorpheniramine_ddi_Chlorpheniramine_ddi_T1	MESH:D002492
Chlorpheniramine_ddi_Chlorpheniramine_ddi_T2	MESH:D008996
Chlorpheniramine_ddi_Chlorpheniramine_ddi_T3	MESH:D000929
Chlorpheniramine_ddi_Chlorpheniramine_ddi_T4	MESH:D010640
Chlorpheniramine_ddi_Chlorpheniramine_ddi_T5	MESH:D002744
Chlorpheniramine_ddi_Chlorpheniramine_ddi_T7	MESH:D002939
Chlorpheniramine_ddi_Chlorpheniramine_ddi_T8	MESH:D017291
Chlorpheniramine_ddi_Chlorpheniramine_ddi_T9	MESH:D004008
Chlorpheniramine_ddi_Chlorpheniramine_ddi_T10	MESH:D004318
Chlorpheniramine_ddi_Chlorpheniramine_ddi_T11	MESH:D004917
Chlorpheniramine_ddi_Chlorpheniramine_ddi_T12	MESH:D000068877
Chlorpheniramine_ddi_Chlorpheniramine_ddi_T13	MESH:D007538
Chlorpheniramine_ddi_Chlorpheniramine_ddi_T14	MESH:C051752
Chlorpheniramine_ddi_Chlorpheniramine_ddi_T15	MESH:D009529
Chlorpheniramine_ddi_Chlorpheniramine_ddi_T16	MESH:D015742
Chlorpheniramine_ddi_Chlorpheniramine_ddi_T17	MESH:D011480
Chlorpheniramine_ddi_Chlorpheniramine_ddi_T18	MESH:D011802
Chlorpheniramine_ddi_Chlorpheniramine_ddi_T19	MESH:D014700
Felodipine_ddi_Felodipine_ddi_T3	MESH:D007654
Felodipine_ddi_Felodipine_ddi_T4	MESH:D017964
Felodipine_ddi_Felodipine_ddi_T5	MESH:D004917
Felodipine_ddi_Felodipine_ddi_T6	MESH:D002927
Felodipine_ddi_Felodipine_ddi_T7	MESH:D015736
Felodipine_ddi_Felodipine_ddi_T8	MESH:D015736
Felodipine_ddi_Felodipine_ddi_T9	MESH:D017964
Felodipine_ddi_Felodipine_ddi_T12	MESH:D015736
Felodipine_ddi_Felodipine_ddi_T13	MESH:D015736
Felodipine_ddi_Felodipine_ddi_T14	MESH:D015736
Felodipine_ddi_Felodipine_ddi_T15	MESH:D017964
Felodipine_ddi_Felodipine_ddi_T16	MESH:D015736
Felodipine_ddi_Felodipine_ddi_T17	MESH:D015736
Felodipine_ddi_Felodipine_ddi_T18	MESH:D015736
Felodipine_ddi_Felodipine_ddi_T19	MESH:D004917
Felodipine_ddi_Felodipine_ddi_T20	MESH:D015736
Felodipine_ddi_Felodipine_ddi_T21	MESH:D015736
Felodipine_ddi_Felodipine_ddi_T22	MESH:D015736
Felodipine_ddi_Felodipine_ddi_T23	MESH:D015736
Felodipine_ddi_Felodipine_ddi_T24	MESH:D002927
Felodipine_ddi_Felodipine_ddi_T25	MESH:D015736
Felodipine_ddi_Felodipine_ddi_T26	MESH:D015736
Felodipine_ddi_Felodipine_ddi_T27	MESH:D008790
Felodipine_ddi_Felodipine_ddi_T28	MESH:D015736
Felodipine_ddi_Felodipine_ddi_T29	MESH:D008790
Felodipine_ddi_Felodipine_ddi_T31	MESH:D008790
Felodipine_ddi_Felodipine_ddi_T32	MESH:D015736
Felodipine_ddi_Felodipine_ddi_T33	MESH:D015736
Felodipine_ddi_Felodipine_ddi_T34	MESH:D004077
Felodipine_ddi_Felodipine_ddi_T35	MESH:D000927
Felodipine_ddi_Felodipine_ddi_T36	MESH:D015736
Felodipine_ddi_Felodipine_ddi_T37	MESH:D000927
Felodipine_ddi_Felodipine_ddi_T38	MESH:D010672
Felodipine_ddi_Felodipine_ddi_T39	MESH:D002220
Felodipine_ddi_Felodipine_ddi_T40	MESH:D010634
Felodipine_ddi_Felodipine_ddi_T41	MESH:D015736
Felodipine_ddi_Felodipine_ddi_T42	MESH:D000959
Felodipine_ddi_Felodipine_ddi_T43	MESH:D015736
Felodipine_ddi_Felodipine_ddi_T44	MESH:D016559
Felodipine_ddi_Felodipine_ddi_T45	MESH:D015736
Felodipine_ddi_Felodipine_ddi_T46	MESH:D016559
Felodipine_ddi_Felodipine_ddi_T47	MESH:D015736
Felodipine_ddi_Felodipine_ddi_T48	MESH:D007213
Felodipine_ddi_Felodipine_ddi_T49	MESH:D013148
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T1	MESH:D015363
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T2	MESH:D002939
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T3	MESH:D002110
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T4	MESH:D002110
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T5	MESH:D015363
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T6	MESH:D002939
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T7	MESH:D016572
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T8	MESH:D005905
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T9	MESH:D002939
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T11	MESH:D005905
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T14	MESH:D002939
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T15	MESH:D008727
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T16	MESH:D008727
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T17	MESH:D002939
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T18	MESH:D008727
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T19	MESH:D008727
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T20	MESH:D008727
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T21	MESH:D002939
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T22	MESH:D015363
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T23	MESH:D002939
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T24	MESH:D008274
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T25	MESH:D000535
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T26	MESH:D000863
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T27	MESH:D013392
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T28	MESH:D016049
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T29	MESH:D002118
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T30	MESH:D007501
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T31	MESH:D015032
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T32	MESH:D002939
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T34	MESH:D002939
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T35	MESH:D000863
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T37	MESH:D001241
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T38	MESH:D015363
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T39	MESH:D009853
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T40	MESH:D002939
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T43	MESH:D009853
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T44	MESH:D009853
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T46	MESH:D010672
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T47	MESH:D010672
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T48	MESH:D002939
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T49	MESH:D011339
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T50	MESH:D011339
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T51	MESH:D002939
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T52	MESH:D002939
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T53	MESH:D013806
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T54	MESH:D015363
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T55	MESH:D002939
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T56	MESH:D013806
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T57	MESH:D013806
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T58	MESH:D013806
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T59	MESH:D013806
Ciprofloxacin_ddi_Ciprofloxacin_ddi_T60	MESH:D014859
