mention_id	entity_id
18262738_DS.d61.s0.e5	MESH:D019833
18266054_DS.d62.s0.e1	MESH:D003545
18268501_DS.d63.s0.e0	MESH:D005973
18268501_DS.d63.s0.e1	MESH:D001120
18270841_DS.d64.s0.e0	MESH:D013004
18272254_DS.d65.s0.e1	MESH:D000242
18274872_DS.d66.s0.e0	MESH:D010100
18274872_DS.d66.s0.e1	MESH:D006861
18280595_DS.d68.s0.e0	MESH:D002211
18283487_DS.d69.s0.e0	MESH:D000255
18286621_DS.d70.s0.e0	MESH:D003911
18286621_DS.d70.s0.e1	MESH:C011676
18286621_DS.d70.s1.e0	MESH:D003911
18286621_DS.d70.s1.e3	MESH:C011676
18294936_DS.d71.s0.e0	MESH:D002047
18295378_DS.d72.s0.e0	MESH:D010100
18298568_DS.d73.s0.e0	MESH:D013739
18298568_DS.d73.s0.e2	MESH:D008315
18298570_DS.d74.s0.e1	MESH:D010100
18298659_DS.d75.s0.e0	MESH:D008070
18304632_DS.d76.s0.e2	MESH:C489048
18304632_DS.d76.s0.e3	MESH:C071475
18304632_DS.d76.s1.e1	MESH:C489048
18304632_DS.d76.s1.e2	MESH:C071475
18304748_DS.d77.s0.e1	MESH:C044936
18304748_DS.d77.s0.e2	MESH:C067506
18306310_DS.d78.s0.e1	MESH:D020058
18306310_DS.d78.s1.e0	MESH:D010710
18308488_DS.d79.s0.e1	MESH:D006854
18311594_DS.d80.s0.e0	MESH:D002784
18314895_DS.d81.s0.e0	MESH:C028914
18327670_DS.d84.s0.e0	MESH:D003847
18327670_DS.d84.s0.e1	MESH:D004958
18328561_DS.d85.s0.e0	MESH:D005978
18330498_DS.d86.s0.e0	MESH:D002738
18330498_DS.d86.s0.e1	MESH:D000077191
18330498_DS.d86.s1.e0	MESH:C093973
18330498_DS.d86.s1.e1	MESH:C432165
18330498_DS.d86.s1.e2	MESH:C090942
18331557_DS.d87.s0.e2	MESH:D009538
18336537_DS.d88.s0.e1	MESH:D013739
18340529_DS.d89.s0.e1	MESH:D010100
18343629_DS.d90.s0.e0	MESH:D004642
18343629_DS.d90.s0.e1	MESH:C038044
18343629_DS.d90.s1.e0	MESH:D004642
18343629_DS.d90.s1.e1	MESH:C038044
18346857_DS.d91.s0.e1	MESH:D004958
18357521_DS.d92.s0.e0	MESH:D017239
18357521_DS.d92.s1.e1	MESH:D017239
18357521_DS.d92.s2.e0	MESH:D017239
18357521_DS.d92.s3.e0	MESH:D017239
18357522_DS.d93.s0.e1	MESH:D003042
18359113_DS.d94.s0.e1	MESH:D002762
18359113_DS.d94.s1.e1	MESH:C038459
18359113_DS.d94.s1.e2	MESH:D002784
18359113_DS.d94.s2.e2	MESH:D002112
18363836_DS.d95.s0.e1	MESH:D020126
18367388_DS.d96.s0.e0	MESH:D000077185
18367388_DS.d96.s0.e1	MESH:D006861
18367388_DS.d96.s1.e0	MESH:D000077185
18368465_DS.d97.s0.e0	MESH:D000518
18368485_DS.d98.s0.e0	MESH:D014212
18368485_DS.d98.s0.e1	MESH:D014212
18368485_DS.d98.s0.e2	MESH:D014212
18368485_DS.d98.s1.e3	MESH:D009569
18371961_DS.d99.s0.e1	MESH:D010718
18373731_DS.d100.s0.e0	MESH:C015924
18373731_DS.d100.s1.e0	MESH:C015924
18374997_DS.d101.s0.e1	MESH:C038459
18375536_DS.d102.s0.e3	MESH:D006854
18378405_DS.d103.s0.e1	MESH:D019829
18379782_DS.d104.s0.e0	MESH:D011929
18380536_DS.d105.s0.e0	MESH:D005978
18380536_DS.d105.s0.e1	MESH:D019803
18380539_DS.d106.s0.e0	MESH:C018524
18380539_DS.d106.s0.e1	MESH:C018524
18380542_DS.d107.s0.e1	MESH:D019344
18380545_DS.d108.s0.e0	MESH:C084956
18380545_DS.d108.s1.e0	MESH:C084956
18380545_DS.d108.s2.e0	MESH:C084956
18380545_DS.d108.s3.e0	MESH:C084956
18380545_DS.d108.s3.e3	MESH:C084956
18380545_DS.d108.s3.e5	MESH:C084956
18381637_DS.d109.s0.e4	MESH:C005798
18381638_DS.d110.s0.e1	MESH:C013616
18384163_DS.d111.s0.e2	MESH:D006820
18384163_DS.d111.s0.e3	MESH:D006820
18384163_DS.d111.s0.e4	MESH:C047981
18386138_DS.d112.s0.e1	MESH:D010718
18387753_DS.d113.s0.e2	MESH:D000068877
18387753_DS.d113.s0.e3	MESH:D000068877
18390571_DS.d115.s0.e0	MESH:D014527
18390571_DS.d115.s0.e1	MESH:D007930
18393628_DS.d116.s0.e0	MESH:D009538
18393628_DS.d116.s0.e1	MESH:D009116
18393628_DS.d116.s0.e2	MESH:D004390
18393672_DS.d117.s0.e1	MESH:C038459
18393672_DS.d117.s1.e0	MESH:C013835
18393672_DS.d117.s1.e1	MESH:C038459
18393672_DS.d117.s2.e0	MESH:C013835
18393672_DS.d117.s2.e3	MESH:D019298
18393672_DS.d117.s3.e0	MESH:D010119
18394828_DS.d118.s0.e0	MESH:D010100
18394828_DS.d118.s1.e0	MESH:D010100
18394828_DS.d118.s2.e0	MESH:D010100
18395421_DS.d119.s0.e2	MESH:D006820
18396353_DS.d120.s0.e0	MESH:C541782
18396353_DS.d120.s0.e1	MESH:D007531
18396353_DS.d120.s0.e4	MESH:D009768
18396355_DS.d121.s0.e0	MESH:D012524
18396355_DS.d121.s0.e2	MESH:C026114
18396355_DS.d121.s1.e0	MESH:C026114
18396355_DS.d121.s1.e3	MESH:D012524
18396355_DS.d121.s2.e1	MESH:D012524
18397836_DS.d123.s0.e1	MESH:D000109
18397960_DS.d124.s0.e2	MESH:D000077339
18397960_DS.d124.s0.e3	MESH:C527525
18397960_DS.d124.s0.e4	MESH:C527525
18398609_DS.d125.s0.e1	MESH:C009131
18398609_DS.d125.s0.e2	MESH:D000077209
18398611_DS.d126.s0.e0	MESH:C024352
18398624_DS.d127.s0.e0	MESH:C024891
18400050_DS.d128.s0.e1	MESH:D008911
18400404_DS.d129.s0.e1	MESH:D018698
18403016_DS.d130.s0.e2	MESH:C017341
18403016_DS.d130.s0.e3	MESH:D018698
18403016_DS.d130.s0.e4	MESH:D003545
18403016_DS.d130.s0.e5	MESH:D005978
18403016_DS.d130.s0.e6	MESH:D005978
18403053_DS.d131.s0.e0	MESH:C067713
18404246_DS.d132.s0.e1	MESH:D000675
18405417_DS.d133.s0.e1	MESH:D000069470
18405417_DS.d133.s1.e1	MESH:D000069470
18405417_DS.d133.s2.e1	MESH:D000069470
18405417_DS.d133.s3.e0	MESH:D000069470
18407279_DS.d134.s0.e1	MESH:C038044
18407279_DS.d134.s0.e2	MESH:C006680
18407527_DS.d135.s0.e0	MESH:D000077154
18407527_DS.d135.s0.e1	MESH:C057619
18407527_DS.d135.s1.e0	MESH:D000077154
18407527_DS.d135.s1.e1	MESH:C005783
18407527_DS.d135.s1.e2	MESH:C057619
18409068_DS.d136.s0.e0	MESH:C515233
18409071_DS.d137.s0.e1	MESH:D000077267
18409071_DS.d137.s1.e0	MESH:D000077156
18410309_DS.d138.s0.e0	MESH:D008550
18410309_DS.d138.s1.e0	MESH:D008550
18410309_DS.d138.s2.e0	MESH:D008550
18410309_DS.d138.s3.e0	MESH:D008550
18410522_DS.d139.s0.e0	MESH:D012431
18410522_DS.d139.s0.e1	MESH:D047311
18410522_DS.d139.s1.e0	MESH:D047311
18410522_DS.d139.s2.e0	MESH:D047311
18410527_DS.d140.s0.e0	MESH:D001664
18410527_DS.d140.s0.e1	MESH:D001663
18410527_DS.d140.s0.e2	MESH:C028025
18410529_DS.d141.s0.e0	MESH:C038459
18410529_DS.d141.s1.e2	MESH:C038459
18410529_DS.d141.s2.e0	MESH:C038459
18410530_DS.d142.s0.e2	MESH:D000077209
18410982_DS.d143.s0.e0	MESH:C015248
18410982_DS.d143.s0.e1	MESH:C015248
18410982_DS.d143.s0.e2	MESH:D019791
18413191_DS.d144.s0.e0	MESH:C038459
18413206_DS.d145.s0.e1	MESH:D000077154
18413206_DS.d145.s1.e0	MESH:D000077154
18414844_DS.d146.s0.e1	MESH:D008274
18414844_DS.d146.s0.e2	MESH:D003300
18414894_DS.d147.s0.e0	MESH:D006854
18414894_DS.d147.s0.e3	MESH:D013739
18414974_DS.d148.s0.e0	MESH:D002104
18414974_DS.d148.s0.e10	MESH:D005978
18414974_DS.d148.s0.e11	MESH:D005978
18414974_DS.d148.s1.e0	MESH:D019803
18414974_DS.d148.s1.e1	MESH:D019803
18414974_DS.d148.s1.e2	MESH:D013481
18414974_DS.d148.s1.e5	MESH:D002104
18415015_DS.d149.s0.e1	MESH:D011134
18415015_DS.d149.s0.e2	MESH:D011134
18418358_DS.d151.s0.e0	MESH:C479838
18420260_DS.d153.s0.e0	MESH:D019158
18423787_DS.d154.s0.e0	MESH:D011794
18423787_DS.d154.s0.e1	MESH:C006552
18423943_DS.d155.s0.e0	MESH:D014810
18423943_DS.d155.s0.e1	MESH:C041376
18423943_DS.d155.s0.e2	MESH:C000228
18425600_DS.d156.s0.e0	MESH:D003545
18427801_DS.d157.s0.e1	MESH:D004229
18431601_DS.d158.s0.e1	MESH:C051470
18431601_DS.d158.s0.e2	MESH:D000077286
18431759_DS.d159.s0.e6	MESH:C000595216
18431773_DS.d160.s0.e0	MESH:D001973
18431773_DS.d160.s0.e4	MESH:D020058
18431776_DS.d161.s0.e2	MESH:C052620
18434046_DS.d163.s0.e0	MESH:D005680
18435693_DS.d164.s0.e0	MESH:D006854
18436224_DS.d165.s0.e0	MESH:D011794
18436224_DS.d165.s0.e1	MESH:D013481
18436224_DS.d165.s3.e3	MESH:D000001
18436224_DS.d165.s5.e0	MESH:D011794
18436224_DS.d165.s5.e1	MESH:C047368
18436224_DS.d165.s6.e3	MESH:D011794
18436224_DS.d165.s6.e4	MESH:C047368
18436227_DS.d166.s0.e1	MESH:D002784
18436346_DS.d167.s0.e0	MESH:D010080
18436348_DS.d168.s0.e0	MESH:C013352
18436399_DS.d169.s0.e0	MESH:D015525
18436399_DS.d169.s1.e0	MESH:D004281
18436399_DS.d169.s1.e1	MESH:D019787
18436399_DS.d169.s1.e2	MESH:C016635
18437529_DS.d170.s0.e1	MESH:C081898
18437529_DS.d170.s0.e2	MESH:C019196
18437557_DS.d171.s0.e1	MESH:D004958
18437557_DS.d171.s1.e1	MESH:D004958
18439591_DS.d173.s0.e0	MESH:D019314
18440842_DS.d174.s0.e0	MESH:D003404
18440842_DS.d174.s0.e1	MESH:D014508
18440842_DS.d174.s0.e2	MESH:D009584
18440842_DS.d174.s0.e4	MESH:D002712
18442069_DS.d175.s0.e2	MESH:D009538
18442069_DS.d175.s1.e0	MESH:D009538
18442070_DS.d176.s0.e0	MESH:D004006
18442075_DS.d177.s0.e0	MESH:D008550
18442075_DS.d177.s0.e1	MESH:C030299
18442075_DS.d177.s0.e2	MESH:D014810
18442075_DS.d177.s0.e5	MESH:C002502
18443829_DS.d178.s0.e0	MESH:C033592
18443829_DS.d178.s1.e2	MESH:C036658
18443843_DS.d179.s0.e9	MESH:C038459
18443843_DS.d179.s0.e10	MESH:D005978
18443843_DS.d179.s0.e11	MESH:D005978
18443843_DS.d179.s1.e1	MESH:D004726
18443843_DS.d179.s1.e2	MESH:D005978
18443843_DS.d179.s1.e3	MESH:D004726
18443843_DS.d179.s2.e1	MESH:D004726
18443897_DS.d180.s0.e2	MESH:D002331
18443897_DS.d180.s1.e0	MESH:D002331
18443897_DS.d180.s2.e0	MESH:D002331
18445079_DS.d181.s0.e0	MESH:C415327
18445307_DS.d182.s0.e0	MESH:D005978
18445307_DS.d182.s1.e0	MESH:D005978
18448193_DS.d183.s0.e3	MESH:C038193
18449471_DS.d184.s0.e0	MESH:D000068877
18449471_DS.d184.s0.e4	MESH:D000068877
18449471_DS.d184.s1.e1	MESH:D000068877
18449471_DS.d184.s2.e0	MESH:C083501
18449471_DS.d184.s2.e1	MESH:D000077402
18449536_DS.d185.s0.e2	MESH:D015525
18449536_DS.d185.s1.e1	MESH:D015525
18449944_DS.d186.s0.e0	MESH:D014025
18452177_DS.d188.s0.e2	MESH:D007213
18454352_DS.d189.s0.e1	MESH:C029010
18456422_DS.d190.s0.e1	MESH:D002439
18457934_DS.d191.s0.e0	MESH:C487952
18458677_DS.d192.s0.e1	MESH:D012254
18458952_DS.d193.s0.e0	MESH:D011134
18458952_DS.d193.s1.e0	MESH:D011134
18458994_DS.d194.s0.e1	MESH:C103341
18458994_DS.d194.s0.e2	MESH:D000255
18459128_DS.d195.s0.e2	MESH:D001599
18459128_DS.d195.s0.e3	MESH:D001599
18459941_DS.d196.s0.e0	MESH:D000069059
18459941_DS.d196.s1.e1	MESH:D000069059
18462831_DS.d198.s0.e0	MESH:D013095
18462831_DS.d198.s0.e1	MESH:C047667
18462831_DS.d198.s1.e0	MESH:D020156
18462962_DS.d199.s0.e1	MESH:D000409
18462962_DS.d199.s0.e2	MESH:D014633
18466349_DS.d200.s0.e1	MESH:C038459
18466352_DS.d201.s0.e0	MESH:D000068338
18467006_DS.d202.s0.e0	MESH:C038198
18468607_DS.d203.s0.e2	MESH:D002784
18470629_DS.d204.s0.e0	MESH:D008724
18470629_DS.d204.s0.e2	MESH:D008714
18470874_DS.d205.s0.e0	MESH:D014529
18471929_DS.d206.s0.e4	MESH:C011083
18471929_DS.d206.s0.e5	MESH:D001622
18472163_DS.d207.s0.e2	MESH:D002104
18472187_DS.d208.s0.e0	MESH:D013739
18472342_DS.d209.s0.e4	MESH:D018698
18472342_DS.d209.s1.e4	MESH:C011145
18473163_DS.d210.s0.e1	MESH:D000117
18473163_DS.d210.s0.e2	MESH:D003436
18474445_DS.d212.s0.e1	MESH:D001127
18475288_DS.d213.s0.e0	MESH:C053541
18475288_DS.d213.s1.e0	MESH:C053541
18477686_DS.d214.s0.e0	MESH:D005680
18479249_DS.d215.s0.e4	MESH:D013928
18479249_DS.d215.s1.e0	MESH:D005978
18479251_DS.d216.s0.e1	MESH:D005990
18479251_DS.d216.s0.e2	MESH:D000432
18479251_DS.d216.s1.e0	MESH:D000432
18479251_DS.d216.s2.e2	MESH:D000432
18479251_DS.d216.s3.e0	MESH:D011136
18479251_DS.d216.s3.e1	MESH:D001622
18479686_DS.d217.s0.e0	MESH:D000069438
18479686_DS.d217.s1.e0	MESH:D009569
18479896_DS.d218.s0.e0	MESH:D004281
18479896_DS.d218.s1.e0	MESH:D000077191
18479896_DS.d218.s1.e1	MESH:D010716
18479896_DS.d218.s1.e2	MESH:C093973
18479896_DS.d218.s1.e3	MESH:C093642
18479897_DS.d219.s0.e0	MESH:D015525
18479897_DS.d219.s0.e1	MESH:C038459
18479897_DS.d219.s1.e0	MESH:D004281
18479950_DS.d220.s0.e0	MESH:D014810
18479950_DS.d220.s0.e3	MESH:D014810
18479950_DS.d220.s1.e0	MESH:D014810
18481266_DS.d221.s0.e0	MESH:D013739
18481276_DS.d222.s0.e2	MESH:D000068718
18481313_DS.d223.s0.e1	MESH:D000431
18481313_DS.d223.s1.e2	MESH:D000431
18482727_DS.d224.s0.e0	MESH:D000069059
18482727_DS.d224.s1.e1	MESH:D000069059
18484100_DS.d225.s0.e0	MESH:D003544
18484100_DS.d225.s1.e0	MESH:D014502
18484622_DS.d226.s0.e0	MESH:D004121
18485500_DS.d227.s0.e0	MESH:D000077144
18486150_DS.d228.s0.e0	MESH:D016572
18486150_DS.d228.s1.e0	MESH:D016572
18486994_DS.d229.s0.e1	MESH:D015215
18487053_DS.d230.s0.e0	MESH:D000077185
18489490_DS.d231.s0.e0	MESH:D016202
18489909_DS.d232.s0.e0	MESH:D011794
18489909_DS.d232.s1.e0	MESH:D011794
18489909_DS.d232.s2.e0	MESH:C531389
18490188_DS.d233.s0.e0	MESH:D013835
18492032_DS.d234.s0.e1	MESH:D002117
18492301_DS.d235.s0.e0	MESH:D017962
18492301_DS.d235.s1.e0	MESH:D017962
18492301_DS.d235.s1.e2	MESH:D013395
18492302_DS.d236.s0.e0	MESH:D008239
18492302_DS.d236.s0.e1	MESH:C003712
18492302_DS.d236.s0.e3	MESH:C002889
18494609_DS.d237.s0.e0	MESH:C025086
18494609_DS.d237.s0.e1	MESH:C025984
18495128_DS.d238.s0.e0	MESH:C018258
18495129_DS.d239.s0.e0	MESH:D000872
18495129_DS.d239.s2.e3	MESH:D000872
18495357_DS.d240.s0.e0	MESH:D000255
18495456_DS.d241.s0.e1	MESH:D001622
18495456_DS.d241.s1.e1	MESH:D002794
18495458_DS.d242.s0.e0	MESH:D002392
18495460_DS.d243.s0.e3	MESH:D014810
18495461_DS.d244.s0.e0	MESH:D014801
18495461_DS.d244.s1.e0	MESH:D014801
18495463_DS.d245.s0.e0	MESH:D003474
18495463_DS.d245.s0.e1	MESH:C050229
18495463_DS.d245.s0.e2	MESH:C034786
18496518_DS.d246.s0.e1	MESH:D005473
18496518_DS.d246.s1.e0	MESH:D005473
18496518_DS.d246.s2.e1	MESH:D005473
18496518_DS.d246.s2.e2	MESH:D012701
18496650_DS.d247.s0.e8	MESH:D005978
18496650_DS.d247.s0.e9	MESH:D005978
18496650_DS.d247.s0.e10	MESH:C008548
18496767_DS.d248.s0.e2	MESH:D008926
18496861_DS.d249.s0.e1	MESH:D006820
18496865_DS.d250.s0.e0	MESH:C441631
18496865_DS.d250.s1.e0	MESH:C441631
18497703_DS.d251.s0.e3	MESH:C026512
18497703_DS.d251.s0.e4	MESH:C004479
18497703_DS.d251.s0.e5	MESH:C080122
18497707_DS.d252.s0.e1	MESH:D004731
18497707_DS.d252.s1.e2	MESH:D004731
18497707_DS.d252.s2.e3	MESH:D004731
18497707_DS.d252.s2.e4	MESH:D004731
18497709_DS.d253.s0.e0	MESH:D005973
18497709_DS.d253.s1.e0	MESH:D005973
18497709_DS.d253.s2.e0	MESH:D005973
18498083_DS.d254.s0.e0	MESH:D014230
18498083_DS.d254.s1.e0	MESH:D014230
18498083_DS.d254.s2.e0	MESH:D014230
18498357_DS.d255.s0.e2	MESH:D006710
18498673_DS.d256.s0.e3	MESH:D013974
18500430_DS.d257.s0.e1	MESH:D004533
18500430_DS.d257.s0.e3	MESH:D013096
18500430_DS.d257.s1.e0	MESH:D013096
18500430_DS.d257.s2.e2	MESH:D013096
18500430_DS.d257.s3.e0	MESH:D013096
18500522_DS.d258.s0.e1	MESH:C024352
18502597_DS.d259.s0.e0	MESH:C038459
18503570_DS.d260.s0.e1	MESH:D014443
18503570_DS.d260.s1.e0	MESH:C007042
18503570_DS.d260.s1.e1	MESH:D002784
18505747_DS.d261.s0.e1	MESH:D016718
18506596_DS.d262.s0.e0	MESH:D002104
18506630_DS.d263.s0.e2	MESH:D014364
18506630_DS.d263.s0.e3	MESH:D008898
18506630_DS.d263.s0.e4	MESH:D007980
18506630_DS.d263.s0.e5	MESH:C031927
18506630_DS.d263.s0.e6	MESH:D000433
18506630_DS.d263.s0.e7	MESH:C042197
18506630_DS.d263.s1.e0	MESH:D014364
18506631_DS.d264.s0.e0	MESH:C031183
18506631_DS.d264.s0.e2	MESH:C031356
18506631_DS.d264.s1.e0	MESH:C031183
18506760_DS.d265.s0.e0	MESH:D000068579
18506760_DS.d265.s0.e2	MESH:D015232
18506760_DS.d265.s1.e0	MESH:D000068579
18509327_DS.d268.s0.e2	MESH:D000077143
18509591_DS.d269.s0.e0	MESH:D013654
18509591_DS.d269.s1.e0	MESH:D005978
18509591_DS.d269.s1.e2	MESH:D013654
18509591_DS.d269.s1.e3	MESH:D013654
18509591_DS.d269.s1.e4	MESH:D008315
18509591_DS.d269.s2.e0	MESH:D006909
18509591_DS.d269.s2.e1	MESH:D006820
18509591_DS.d269.s2.e5	MESH:D013654
18509644_DS.d270.s0.e0	MESH:C077990
18511076_DS.d272.s0.e1	MESH:D020280
18511076_DS.d272.s0.e2	MESH:D000089983
18511076_DS.d272.s0.e3	MESH:D000069470
18511076_DS.d272.s1.e1	MESH:D020280
18511076_DS.d272.s1.e2	MESH:D000089983
18511076_DS.d272.s1.e3	MESH:D000069470
18511076_DS.d272.s2.e0	MESH:D020280
18511076_DS.d272.s3.e0	MESH:D000069470
18511076_DS.d272.s4.e0	MESH:D000089983
18513727_DS.d273.s0.e0	MESH:D002784
18513727_DS.d273.s1.e0	MESH:D002784
18513857_DS.d274.s0.e1	MESH:D015025
18514659_DS.d275.s0.e0	MESH:D013928
18514659_DS.d275.s0.e1	MESH:D001241
18514659_DS.d275.s0.e3	MESH:D013928
18514900_DS.d276.s0.e1	MESH:D005978
18515453_DS.d277.s0.e0	MESH:C084645
18515457_DS.d278.s0.e0	MESH:C412383
18515973_DS.d279.s0.e0	MESH:C003001
18515973_DS.d279.s1.e1	MESH:C003001
18515973_DS.d279.s2.e0	MESH:C003001
18515973_DS.d279.s3.e0	MESH:C003001
18515973_DS.d279.s4.e1	MESH:C003001
18515973_DS.d279.s5.e1	MESH:C003001
18515973_DS.d279.s6.e0	MESH:C011724
18515973_DS.d279.s6.e1	MESH:C007042
18515973_DS.d279.s6.e2	MESH:D002784
18515973_DS.d279.s7.e1	MESH:C003001
18515973_DS.d279.s8.e2	MESH:C003001
18515973_DS.d279.s9.e0	MESH:C003001
18515973_DS.d279.s9.e2	MESH:D020126
18521540_DS.d280.s0.e0	MESH:C471047
18521605_DS.d281.s0.e0	MESH:D006830
18521605_DS.d281.s1.e0	MESH:D000077209
18521605_DS.d281.s1.e1	MESH:D000077209
18521740_DS.d282.s1.e0	MESH:D013196
18521741_DS.d283.s0.e0	MESH:D013196
18521741_DS.d283.s0.e1	MESH:D013196
18521748_DS.d284.s0.e1	MESH:D006861
18521846_DS.d285.s0.e0	MESH:D000077584
18521846_DS.d285.s1.e0	MESH:D000077584
